"Symbol","Name","Exchange"
"KAIIW","Kismet Acquisition Two Corp. - Warrant","NASDAQ"
"KAIR","Kairos Acquisition Corp. - Class A Ordinary Shares","NASDAQ"
"KAIRU","Kairos Acquisition Corp. - Unit","NASDAQ"
"KAIRW","Kairos Acquisition Corp. - Warrant","NASDAQ"
"KALA","Kala Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"KALU","Kaiser Aluminum Corporation - Common Stock","NASDAQ"
"KALV","KalVista Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"KARO","Karooooo Ltd. - Ordinary shares","NASDAQ"
"KBAL","Kimball International, Inc. - Class B Common Stock","NASDAQ"
"KBNT","Kubient, Inc. - Common Stock","NASDAQ"
"KBNTW","Kubient, Inc. - Warrant","NASDAQ"
"KBSF","KBS Fashion Group Limited - Common Stock","NASDAQ"
"KBWB","Invesco KBW Bank ETF","NASDAQ"
"KBWD","Invesco KBW High Dividend Yield Financial ETF","NASDAQ"
"KBWP","Invesco KBW Property & Casualty Insurance ETF","NASDAQ"
"KBWR","Invesco KBW Regional Banking ETF","NASDAQ"
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","NASDAQ"
"KC","Kingsoft Cloud Holdings Limited - American Depositary Shares","NASDAQ"
"KCAPL","Portman Ridge Finance Corporation - 6.125% Notes due 2022","NASDAQ"
"KDMN","Kadmon Holdings, Inc. - Common Stock","NASDAQ"
"KDNY","Chinook Therapeutics, Inc. - Common Stock","NASDAQ"
"KDP","Keurig Dr Pepper Inc. - Common Stock","NASDAQ"
"KE","Kimball Electronics, Inc. - Common Stock","NASDAQ"
"KEJI","Global X China Innovation ETF","NASDAQ"
"KELYA","Kelly Services, Inc. - Class A Common Stock","NASDAQ"
"KELYB","Kelly Services, Inc. - Class B Common Stock","NASDAQ"
"KEQU","Kewaunee Scientific Corporation - Common Stock","NASDAQ"
"KERN","Akerna Corp. - Common Stock","NASDAQ"
"KERNW","Akerna Corp. - Warrant","NASDAQ"
"KFFB","Kentucky First Federal Bancorp - Common Stock","NASDAQ"
"KFRC","Kforce, Inc. - Common Stock","NASDAQ"
"KHC","The Kraft Heinz Company - Common Stock","NASDAQ"
"KIDS","OrthoPediatrics Corp. - Common Stock","NASDAQ"
"KIII","Kismet Acquisition Three Corp. - Class A Ordinary Shares","NASDAQ"
"KIIIU","Kismet Acquisition Three Corp. - Unit","NASDAQ"
"KIIIW","Kismet Acquisition Three Corp. - Warrant","NASDAQ"
"KIN","Kindred Biosciences, Inc. - Common Stock","NASDAQ"
"KINS","Kingstone Companies, Inc - Common Stock","NASDAQ"
"KINZ","KINS Technology Group Inc. - Class A Common Stock","NASDAQ"
"KINZU","KINS Technology Group Inc. - Unit","NASDAQ"
"KINZW","KINS Technology Group Inc. - Warrant","NASDAQ"
"KIRK","Kirkland's, Inc. - Common Stock","NASDAQ"
"KLAC","KLA Corporation  - Common Stock","NASDAQ"
"KLAQ","KL Acquisition Corp - Class A Common Stock","NASDAQ"
"KLAQU","KL Acquisition Corp - Unit","NASDAQ"
"KLAQW","KL Acquisition Corp - Warrant","NASDAQ"
"KLDO","Kaleido Biosciences, Inc. - Common Stock","NASDAQ"
"KLIC","Kulicke and Soffa Industries, Inc. - Common Stock","NASDAQ"
"KLXE","KLX Energy Services Holdings, Inc.  - Common Stock","NASDAQ"
"KMDA","Kamada Ltd. - Ordinary Shares","NASDAQ"
"KMPH","KemPharm, Inc. - Common Stock","NASDAQ"
"KNBE","KnowBe4, Inc. - Class A Common Stock","NASDAQ"
"KNDI","Kandi Technologies Group, Inc. - Common Stock","NASDAQ"
"KNSA","Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock","NASDAQ"
"KNSL","Kinsale Capital Group, Inc. - Common Stock","NASDAQ"
"KNTE","Kinnate Biopharma Inc. - Common Stock","NASDAQ"
"KOD","Kodiak Sciences Inc - Common Stock","NASDAQ"
"KOPN","Kopin Corporation - Common Stock","NASDAQ"
"KOR","Corvus Gold Inc. - Common Shares","NASDAQ"
"KOSS","Koss Corporation - Common Stock","NASDAQ"
"KPTI","Karyopharm Therapeutics Inc. - Common Stock","NASDAQ"
"KRBP","Kiromic BioPharma, Inc. - Common Stock","NASDAQ"
"KRKR","36Kr Holdings Inc. - American Depositary Shares","NASDAQ"
"KRMA","Global X Conscious Companies ETF","NASDAQ"
"KRMD","Repro Med Systems, Inc. - Common Stock","NASDAQ"
"KRNL","Kernel Group Holdings, Inc. - Class A Ordinary Shares","NASDAQ"
"KRNLU","Kernel Group Holdings, Inc. - Units","NASDAQ"
"KRNLW","Kernel Group Holdings, Inc. - Warrants","NASDAQ"
"KRNT","Kornit Digital Ltd. - Ordinary Shares","NASDAQ"
"KRNY","Kearny Financial - Common Stock","NASDAQ"
"KRON","Kronos Bio, Inc. - Common Stock","NASDAQ"
"KROS","Keros Therapeutics, Inc. - common stock","NASDAQ"
"KRT","Karat Packaging Inc. - Common Stock","NASDAQ"
"KRTX","Karuna Therapeutics, Inc. - Common Stock","NASDAQ"
"KRUS","Kura Sushi USA, Inc. - Class A Common Stock","NASDAQ"
"KRYS","Krystal Biotech, Inc. - Common Stock","NASDAQ"
"KSICU","Kadem Sustainable Impact Corporation - Unit","NASDAQ"
"KSMT","Kismet Acquisition One Corp - Ordinary Shares","NASDAQ"
"KSMTU","Kismet Acquisition One Corp - Unit","NASDAQ"
"KSMTW","Kismet Acquisition One Corp - Warrant","NASDAQ"
"KSPN","Kaspien Holdings Inc. - Common Stock","NASDAQ"
"KTCC","Key Tronic Corporation - Common Stock","NASDAQ"
"KTOS","Kratos Defense & Security Solutions, Inc. - Common Stock","NASDAQ"
"KTRA","Kintara Therapeutics, Inc. - Common Stock","NASDAQ"
"KURA","Kura Oncology, Inc. - Common Stock","NASDAQ"
"KURI","Alkuri Global Acquisition Corp. - Class A common stock","NASDAQ"
"KURIU","Alkuri Global Acquisition Corp. - Unit","NASDAQ"
"KURIW","Alkuri Global Acquisition Corp. - Warrant","NASDAQ"
"KVHI","KVH Industries, Inc. - Common Stock","NASDAQ"
"KVSA","Khosla Ventures Acquisition Co. - Class A Common Stock","NASDAQ"
"KVSB","Khosla Ventures Acquisition Co. II - Class A Common Stock","NASDAQ"
"KVSC","Khosla Ventures Acquisition Co. III - Class A Common Stock","NASDAQ"
"KXIN","Kaixin Auto Holdings - Ordinary Share","NASDAQ"
"KYMR","Kymera Therapeutics, Inc. - Common Stock","NASDAQ"
"KZIA","Kazia Therapeutics Limited - American Depositary Shares","NASDAQ"
"KZR","Kezar Life Sciences, Inc. - Common Stock","NASDAQ"
"LABP","Landos Biopharma, Inc. - Common Stock","NASDAQ"
"LACQ","Leisure Acquisition Corp. - Common Stock","NASDAQ"
"LACQU","Leisure Acquisition Corp. - Unit","NASDAQ"
"LACQW","Leisure Acquisition Corp. - Warrant","NASDAQ"
"LAKE","Lakeland Industries, Inc. - Common Stock","NASDAQ"
"LAMR","Lamar Advertising Company - Class A Common Stock","NASDAQ"
"LANC","Lancaster Colony Corporation - Common Stock","NASDAQ"
"LAND","Gladstone Land Corporation - Common Stock","NASDAQ"
"LANDM","Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock","NASDAQ"
"LANDO","Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock","NASDAQ"
"LARK","Landmark Bancorp Inc. - Common Stock","NASDAQ"
"LASR","nLIGHT, Inc. - Common Stock","NASDAQ"
"LATN","Union Acquisition Corp. II - Ordinary Shares","NASDAQ"
"LATNU","Union Acquisition Corp. II - Units","NASDAQ"
"LATNW","Union Acquisition Corp. II - Warrant","NASDAQ"
"LAUR","Laureate Education, Inc. - Class A Common Stock","NASDAQ"
"LAWS","Lawson Products, Inc. - Common Stock","NASDAQ"
"LAZR","Luminar Technologies, Inc.  - Class A Common Stock","NASDAQ"
"LAZY","Lazydays Holdings, Inc. - Common Stock","NASDAQ"
"LBAI","Lakeland Bancorp, Inc. - Common Stock","NASDAQ"
"LBC","Luther Burbank Corporation - Common Stock","NASDAQ"
"LBPH","Longboard Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"LBPS","4D pharma plc - American Depositary Shares","NASDAQ"
"LBPSW","4D pharma plc - Warrant","NASDAQ"
"LBRDA","Liberty Broadband Corporation - Class A Common Stock","NASDAQ"
"LBRDK","Liberty Broadband Corporation - Class C Common Stock","NASDAQ"
"LBRDP","Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock","NASDAQ"
"LBTYA","Liberty Global plc - Class A Ordinary Shares","NASDAQ"
"LBTYB","Liberty Global plc - Class B Ordinary Shares","NASDAQ"
"LBTYK","Liberty Global plc - Class C Ordinary Shares","NASDAQ"
"LCAAU","L Catterton Asia Acquisition Corp - Units","NASDAQ"
"LCAHU","Landcadia Holdings IV, Inc. - Units","NASDAQ"
"LCAP","Lionheart Acquisition Corp. II - Class A Common Stock","NASDAQ"
"LCAPU","Lionheart Acquisition Corp. II - Unit","NASDAQ"
"LCAPW","Lionheart Acquisition Corp. II - Warrant","NASDAQ"
"LCNB","LCNB Corporation - Common Stock","NASDAQ"
"LCUT","Lifetime Brands, Inc. - Common Stock","NASDAQ"
"LCY","Landcadia Holdings III, Inc. - Class A Common Stock","NASDAQ"
"LCYAU","Landcadia Holdings III, Inc. - Unit","NASDAQ"
"LCYAW","Landcadia Holdings III, Inc. - Warrant","NASDAQ"
"LDEM","iShares ESG MSCI EM Leaders ETF","NASDAQ"
"LDHAU","LDH Growth Corp I - Units","NASDAQ"
"LDSF","First Trust Low Duration Strategic Focus ETF","NASDAQ"
"LE","Lands' End, Inc. - Common Stock","NASDAQ"
"LECO","Lincoln Electric Holdings, Inc. - Common Shares","NASDAQ"
"LEDS","SemiLEDS Corporation - Common Stock","NASDAQ"
"LEE","Lee Enterprises, Incorporated - Common Stock","NASDAQ"
"LEGAU","Lead Edge Growth Opportunities, Ltd - Units","NASDAQ"
"LEGH","Legacy Housing Corporation - Common Stock","NASDAQ"
"LEGN","Legend Biotech Corporation - American Depositary Shares","NASDAQ"
"LEGO","Legato Merger Corp. - Common stock","NASDAQ"
"LEGOU","Legato Merger Corp. - Units","NASDAQ"
"LEGOW","Legato Merger Corp. - Warrant","NASDAQ"
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","NASDAQ"
"LESL","Leslie's, Inc. - Common Stock","NASDAQ"
"LEVL","Level One Bancorp, Inc. - Common Stock","NASDAQ"
"LEVLP","Level One Bancorp, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock, Series B","NASDAQ"
"LEXX","Lexaria Bioscience Corp. - Common Stock","NASDAQ"
"LEXXW","Lexaria Bioscience Corp. - Warrant","NASDAQ"
"LFMD","LifeMD, Inc. - Common Stock","NASDAQ"
"LFTR","Lefteris Acquisition Corp. - Class A Common Stock","NASDAQ"
"LFTRU","Lefteris Acquisition Corp. - Unit","NASDAQ"
"LFTRW","Lefteris Acquisition Corp. - Warrant","NASDAQ"
"LFUS","Littelfuse, Inc. - Common Stock","NASDAQ"
"LFVN","Lifevantage Corporation - Common Stock","NASDAQ"
"LGAC","Lazard Growth Acquisition Corp. I - Ordinary Shares","NASDAQ"
"LGACU","Lazard Growth Acquisition Corp. I - Units","NASDAQ"
"LGACW","Lazard Growth Acquisition Corp. I - Warrants","NASDAQ"
"LGHL","Lion Group Holding Ltd. - American Depositary Share","NASDAQ"
"LGHLW","Lion Group Holding Ltd. - Warrant","NASDAQ"
"LGIH","LGI Homes, Inc. - Common Stock","NASDAQ"
"LGND","Ligand Pharmaceuticals Incorporated - Common Stock","NASDAQ"
"LGO","Largo Resources Ltd. - Common Shares","NASDAQ"
"LGVN","Longeveron Inc. - common stock","NASDAQ"
"LHAA","Lerer Hippeau Acquisition Corp. - Class A Common Stock","NASDAQ"
"LHCG","LHC Group - common stock","NASDAQ"
"LHDX","Lucira Health, Inc. - Common Stock","NASDAQ"
"LI","Li Auto Inc. - American Depositary Shares","NASDAQ"
"LIFE","aTyr Pharma, Inc. - Common Stock","NASDAQ"
"LILA","Liberty Latin America Ltd. - Class A Common Stock","NASDAQ"
"LILAK","Liberty Latin America Ltd. - Class C Common Stock","NASDAQ"
"LINC","Lincoln Educational Services Corporation - Common Stock","NASDAQ"
"LIND","Lindblad Expeditions Holdings Inc.  - Common Stock","NASDAQ"
"LINK","Interlink Electronics, Inc. - Common Stock","NASDAQ"
"LIQT","LiqTech International, Inc. - Common Stock","NASDAQ"
"LITE","Lumentum Holdings Inc. - Common Stock","NASDAQ"
"LIVE","Live Ventures Incorporated - Common Stock","NASDAQ"
"LIVK","LIV Capital Acquisition Corp. - Class A Ordinary Shares","NASDAQ"
"LIVKU","LIV Capital Acquisition Corp. - Unit","NASDAQ"
"LIVKW","LIV Capital Acquisition Corp. - Warrant","NASDAQ"
"LIVN","LivaNova PLC - Ordinary Shares","NASDAQ"
"LIVX","LiveXLive Media, Inc. - Common Stock","NASDAQ"
"LIXT","Lixte Biotechnology Holdings, Inc. - Common Stock","NASDAQ"
"LIXTW","Lixte Biotechnology Holdings, Inc. - Warrants","NASDAQ"
"LIZI","LIZHI INC. - American Depositary Shares","NASDAQ"
"LJAQ","LightJump Acquisition Corporation - Common Stock","NASDAQ"
"LJAQU","LightJump Acquisition Corporation - Unit","NASDAQ"
"LJAQW","LightJump Acquisition Corporation - Warrant","NASDAQ"
"LJPC","La Jolla Pharmaceutical Company - Common Stock","NASDAQ"
"LKCO","Luokung Technology Corp - Ordinary Shares","NASDAQ"
"LKFN","Lakeland Financial Corporation - Common Stock","NASDAQ"
"LKQ","LKQ Corporation - Common Stock","NASDAQ"
"LLIT","Lianluo Smart Limited - Class A Common Stock","NASDAQ"
"LLNW","Limelight Networks, Inc. - Common Stock","NASDAQ"
"LMACA","Liberty Media Acquisition Corporation - Series A Common Stock","NASDAQ"
"LMACU","Liberty Media Acquisition Corporation - Unit","NASDAQ"
"LMACW","Liberty Media Acquisition Corporation - Warrants","NASDAQ"
"LMAO","LMF Acquisition Opportunities Inc. - Class A common stock","NASDAQ"
"LMAOU","LMF Acquisition Opportunities Inc. - Unit","NASDAQ"
"LMAOW","LMF Acquisition Opportunities Inc. - Warrant","NASDAQ"
"LMAT","LeMaitre Vascular, Inc. - Common Stock","NASDAQ"
"LMB","Limbach Holdings, Inc. - Common Stock","NASDAQ"
"LMBS","First Trust Low Duration Opportunities ETF","NASDAQ"
"LMFA","LM Funding America, Inc. - Common Stock","NASDAQ"
"LMNL","Liminal BioSciences Inc. - Common Shares","NASDAQ"
"LMNR","Limoneira Co - Common Stock","NASDAQ"
"LMNX","Luminex Corporation - Common Stock","NASDAQ"
"LMPX","LMP Automotive Holdings, Inc. - Common Stock","NASDAQ"
"LMRK","Landmark Infrastructure Partners LP - Common Units","NASDAQ"
"LMRKN","Landmark Infrastructure Partners LP - Preferred Stock","NASDAQ"
"LMRKO","Landmark Infrastructure Partners LP - Preferred Units","NASDAQ"
"LMRKP","Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units","NASDAQ"
"LMST","Limestone Bancorp, Inc. - Common Stock","NASDAQ"
"LNDC","Landec Corporation - Common Stock","NASDAQ"
"LNSR","LENSAR, Inc. - Common Stock","NASDAQ"
"LNT","Alliant Energy Corporation - Common Stock","NASDAQ"
"LNTH","Lantheus Holdings, Inc. - Common Stock","NASDAQ"
"LOAN","Manhattan Bridge Capital, Inc - Common Stock","NASDAQ"
"LOB","Live Oak Bancshares, Inc. - Common Stock","NASDAQ"
"LOCO","El Pollo Loco Holdings, Inc. - Common Stock","NASDAQ"
"LOGC","LogicBio Therapeutics, Inc. - Common Stock","NASDAQ"
"LOGI","Logitech International S.A. - Registered Shares","NASDAQ"
"LOOP","Loop Industries, Inc. - Common Stock","NASDAQ"
"LOPE","Grand Canyon Education, Inc. - Common Stock","NASDAQ"
"LORL","Loral Space and Communications, Inc. - Common Stock","NASDAQ"
"LOTZ","CarLotz, Inc. - Class A Common Stock","NASDAQ"
"LOTZW","CarLotz, Inc. - Warrant","NASDAQ"
"LOVE","The Lovesac Company - Common Stock","NASDAQ"
"LPCN","Lipocine Inc. - Common Stock","NASDAQ"
"LPLA","LPL Financial Holdings Inc. - Common Stock","NASDAQ"
"LPRO","Open Lending Corporation - Class A Common Stock","NASDAQ"
"LPSN","LivePerson, Inc. - Common Stock","NASDAQ"
"LPTH","LightPath Technologies, Inc. - Class A Common Stock","NASDAQ"
"LPTX","Leap Therapeutics, Inc. - Common Stock","NASDAQ"
"LQDA","Liquidia Corporation - Common Stock","NASDAQ"
"LQDT","Liquidity Services, Inc. - Common Stock","NASDAQ"
"LRCX","Lam Research Corporation - Common Stock","NASDAQ"
"LRGE","ClearBridge Large Cap Growth ESG ETF","NASDAQ"
"LRMR","Larimar Therapeutics, Inc. - Common Stock","NASDAQ"
"LSAQ","LifeSci Acquisition II Corp. - Common Stock","NASDAQ"
"LSBK","Lake Shore Bancorp, Inc. - Common Stock","NASDAQ"
"LSCC","Lattice Semiconductor Corporation - Common Stock","NASDAQ"
"LSEA","Landsea Homes Corporation - Common Stock","NASDAQ"
"LSEAW","Landsea Homes Corporation - Warrant","NASDAQ"
"LSTR","Landstar System, Inc. - Common Stock","NASDAQ"
"LSXMA","Liberty Media Corporation - Series A Liberty SiriusXM Common Stock","NASDAQ"
"LSXMB","Liberty Media Corporation - Series B Liberty SiriusXM Common Stock","NASDAQ"
"LSXMK","Liberty Media Corporation - Series C Liberty SiriusXM Common Stock","NASDAQ"
"LTBR","Lightbridge Corporation - Common Stock","NASDAQ"
"LTRN","Lantern Pharma Inc. - Common Stock","NASDAQ"
"LTRPA","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock","NASDAQ"
"LTRPB","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock","NASDAQ"
"LTRX","Lantronix, Inc. - Common Stock","NASDAQ"
"LULU","lululemon athletica inc. - Common Stock","NASDAQ"
"LUMO","Lumos Pharma, Inc. - Common Stock","NASDAQ"
"LUNA","Luna Innovations Incorporated - Common Stock","NASDAQ"
"LUNG","Pulmonx Corporation - Common Stock","NASDAQ"
"LUXA","Lux Health Tech Acquisition Corp. - Class A Common Stock","NASDAQ"
"LUXAU","Lux Health Tech Acquisition Corp. - Units","NASDAQ"
"LUXAW","Lux Health Tech Acquisition Corp. - Warrants","NASDAQ"
"LVHD","Legg Mason Low Volatility High Dividend ETF","NASDAQ"
"LVRAU","Levere Holdings Corp. - Unit","NASDAQ"
"LVTX","LAVA Therapeutics N.V. - Ordinary Shares","NASDAQ"
"LWAC","Locust Walk Acquisition Corp. - Class A Common stock","NASDAQ"
"LWACU","Locust Walk Acquisition Corp. - Unit","NASDAQ"
"LWACW","Locust Walk Acquisition Corp. - Warrant","NASDAQ"
"LWAY","Lifeway Foods, Inc. - Common Stock","NASDAQ"
"LX","LexinFintech Holdings Ltd. - American Depositary Shares","NASDAQ"
"LXEH","Lixiang Education Holding Co., Ltd. - American Depositary Shares","NASDAQ"
"LXRX","Lexicon Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"LYFT","Lyft, Inc. - Class A Common Stock","NASDAQ"
"LYL","Dragon Victory International Limited - Ordinary Shares","NASDAQ"
"LYRA","Lyra Therapeutics, Inc. - Common Stock","NASDAQ"
"LYTS","LSI Industries Inc. - Common Stock","NASDAQ"
"MAAC","Montes Archimedes Acquisition Corp. - Class A Common Stock","NASDAQ"
"MAACU","Montes Archimedes Acquisition Corp. - Unit","NASDAQ"
"MAACW","Montes Archimedes Acquisition Corp. - Warrant","NASDAQ"
"MACA","Moringa Acquisition Corp - Class A Ordinary Shares","NASDAQ"
"MACAU","Moringa Acquisition Corp - Units","NASDAQ"
"MACAW","Moringa Acquisition Corp - Warrant","NASDAQ"
"MACK","Merrimack Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"MACQ","MCAP Acquisition Corporation - Class A Common Stock","NASDAQ"
"MACQU","MCAP Acquisition Corporation - Unit","NASDAQ"
"MACQW","MCAP Acquisition Corporation - Warrants","NASDAQ"
"MACU","Mallard Acquisition Corp. - Common Stock","NASDAQ"
"MACUU","Mallard Acquisition Corp. - Unit","NASDAQ"
"MACUW","Mallard Acquisition Corp. - Warrant","NASDAQ"
"MAGS","Magal Security Systems Ltd. - Ordinary Shares","NASDAQ"
"MANH","Manhattan Associates, Inc. - Common Stock","NASDAQ"
"MANT","ManTech International Corporation - Class A Common Stock","NASDAQ"
"MAR","Marriott International - Class A Common Stock","NASDAQ"
"MARA","Marathon Digital Holdings, Inc. - Common Stock","NASDAQ"
"MARK","Remark Holdings, Inc. - Common Stock","NASDAQ"
"MARPS","Marine Petroleum Trust - Units of Beneficial Interest","NASDAQ"
"MASI","Masimo Corporation - Common Stock","NASDAQ"
"MASS","908 Devices Inc. - Common Stock","NASDAQ"
"MAT","Mattel, Inc. - Common Stock","NASDAQ"
"MATW","Matthews International Corporation - Class A Common Stock","NASDAQ"
"MAXN","Maxeon Solar Technologies, Ltd. - Ordinary Shares","NASDAQ"
"MAYS","J. W. Mays, Inc. - Common Stock","NASDAQ"
"MBB","iShares MBS ETF","NASDAQ"
"MBCN","Middlefield Banc Corp. - Common Stock","NASDAQ"
"MBII","Marrone Bio Innovations, Inc. - Common Stock","NASDAQ"
"MBIN","Merchants Bancorp - Common Stock","NASDAQ"
"MBINN","Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"MBINO","Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate","NASDAQ"
"MBINP","Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"MBIO","Mustang Bio, Inc. - Common Stock","NASDAQ"
"MBNKP","Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F","NASDAQ"
"MBOT","Microbot Medical Inc.  - Common Stock","NASDAQ"
"MBRX","Moleculin Biotech, Inc. - Common Stock","NASDAQ"
"MBTCU","Nocturne Acquisition Corporation - Unit","NASDAQ"
"MBUU","Malibu Boats, Inc. - Common Stock","NASDAQ"
"MBWM","Mercantile Bank Corporation - Common Stock","NASDAQ"
"MCAD","Mountain Crest Acquisition Corp. II - Common Stock","NASDAQ"
"MCADR","Mountain Crest Acquisition Corp. II - Right","NASDAQ"
"MCADU","Mountain Crest Acquisition Corp. II - Units each consisting of one share of Common Stock, $0.0001 par value andone Right to acquire 1/10 of one share of Common Stock.","NASDAQ"
"MCBC","Macatawa Bank Corporation - Common Stock","NASDAQ"
"MCBS","MetroCity Bankshares, Inc. - Common Stock","NASDAQ"
"MCEF","First Trust Municipal CEF Income Opportunity ETF","NASDAQ"
"MCFE","McAfee Corp. - Class A Common Stock","NASDAQ"
"MCFT","MasterCraft Boat Holdings, Inc. - Common Stock","NASDAQ"
"MCHI","iShares MSCI China ETF","NASDAQ"
"MCHP","Microchip Technology Incorporated - Common Stock","NASDAQ"
"MCHX","Marchex, Inc. - Class B Common Stock","NASDAQ"
"MCMJ","Merida Merger Corp. I - Common Stock","NASDAQ"
"MCMJW","Merida Merger Corp. I - Warrant","NASDAQ"
"MCRB","Seres Therapeutics, Inc. - Common Stock","NASDAQ"
"MCRI","Monarch Casino & Resort, Inc. - Common Stock","NASDAQ"
"MDB","MongoDB, Inc. - Class A Common Stock","NASDAQ"
"MDCA","MDC Partners Inc. - Class A Subordinate Voting Shares","NASDAQ"
"MDGL","Madrigal Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"MDGS","Medigus Ltd. - American Depositary Shares","NASDAQ"
"MDGSW","Medigus Ltd. - Series C Warrant","NASDAQ"
"MDIA","Mediaco Holding Inc. - Class A Common Stock","NASDAQ"
"MDIV","Multi-Asset Diversified Income Index Fund","NASDAQ"
"MDJH","MDJM LTD - Ordinary Shares","NASDAQ"
"MDLZ","Mondelez International, Inc. - Class A Common Stock","NASDAQ"
"MDNA","Medicenna Therapeutics Corp. - Common Shares","NASDAQ"
"MDRR","Medalist Diversified REIT, Inc. - Common Stock","NASDAQ"
"MDRRP","Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock","NASDAQ"
"MDRX","Allscripts Healthcare Solutions, Inc. - common stock","NASDAQ"
"MDVL","MedAvail Holdings, Inc.  - Common Stock","NASDAQ"
"MDWD","MediWound Ltd. - Ordinary Shares","NASDAQ"
"MDWT","Midwest Holding Inc. - Common Stock","NASDAQ"
"MDXG","MiMedx Group, Inc - Common Stock","NASDAQ"
"MEDP","Medpace Holdings, Inc. - Common Stock","NASDAQ"
"MEDS","Trxade Group, Inc. - Common Stock","NASDAQ"
"MEIP","MEI Pharma, Inc. - Common Stock","NASDAQ"
"MELI","MercadoLibre, Inc. - Common Stock","NASDAQ"
"MEOH","Methanex Corporation - Common Stock","NASDAQ"
"MERC","Mercer International Inc. - Common Stock","NASDAQ"
"MESA","Mesa Air Group, Inc. - Common Stock","NASDAQ"
"MESO","Mesoblast Limited - American Depositary Shares","NASDAQ"
"METC","Ramaco Resources, Inc. - Common Stock","NASDAQ"
"METX","Meten EdtechX Education Group Ltd. - Ordinary Shares","NASDAQ"
"METXW","Meten EdtechX Education Group Ltd. - Warrant","NASDAQ"
"MFH","Mercurity Fintech Holding Inc. - American Depositary Shares","NASDAQ"
"MFIN","Medallion Financial Corp. - Common Stock","NASDAQ"
"MFNC","Mackinac Financial Corporation - Common Stock","NASDAQ"
"MGEE","MGE Energy Inc. - Common Stock","NASDAQ"
"MGI","Moneygram International, Inc. - Common Stock","NASDAQ"
"MGIC","Magic Software Enterprises Ltd. - Ordinary Shares","NASDAQ"
"MGLN","Magellan Health, Inc. - Common Stock","NASDAQ"
"MGNI","Magnite, Inc. - Common Stock","NASDAQ"
"MGNX","MacroGenics, Inc. - Common Stock","NASDAQ"
"MGPI","MGP Ingredients, Inc. - Common Stock","NASDAQ"
"MGRC","McGrath RentCorp - Common Stock","NASDAQ"
"MGTA","Magenta Therapeutics, Inc. - Common Stock","NASDAQ"
"MGTX","MeiraGTx Holdings plc - Ordinary Shares","NASDAQ"
"MGYR","Magyar Bancorp, Inc. - Common Stock","NASDAQ"
"MHLD","Maiden Holdings, Ltd. - Common Stock","NASDAQ"
"MICT","MICT, Inc. - Common Stock","NASDAQ"
"MIDD","The Middleby Corporation - Common Stock","NASDAQ"
"MILE","Metromile, Inc. - Common Stock","NASDAQ"
"MILEW","Metromile, Inc. - Warrant","NASDAQ"
"MILN","Global X Millennial Consumer ETF","NASDAQ"
"MIME","Mimecast Limited - Ordinary Shares","NASDAQ"
"MIND","MIND Technology, Inc. - Common Stock","NASDAQ"
"MINDP","MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock","NASDAQ"
"MIRM","Mirum Pharmaceuticals, Inc. - common stock","NASDAQ"
"MIST","Milestone Pharmaceuticals Inc. - Common Shares","NASDAQ"
"MITC","MeaTech 3D Ltd. - American Depositary Shares","NASDAQ"
"MITK","Mitek Systems, Inc. - Common Stock","NASDAQ"
"MITO","Stealth BioTherapeutics Corp. - American Depositary Shares","NASDAQ"
"MKD","Molecular Data Inc. - ADS","NASDAQ"
"MKGI","Monaker Group, Inc. - Common Stock","NASDAQ"
"MKSI","MKS Instruments, Inc. - Common Stock","NASDAQ"
"MKTX","MarketAxess Holdings, Inc. - Common Stock","NASDAQ"
"MKTY","Mechanical Technology Incorporated - Common Stock","NASDAQ"
"MLAB","Mesa Laboratories, Inc. - Common Stock","NASDAQ"
"MLAC","Malacca Straits Acquisition Company Limited - Class A Ordinary Shares","NASDAQ"
"MLACU","Malacca Straits Acquisition Company Limited - Units","NASDAQ"
